"","Hours_Minutes","datetime","TempInSitu","SalinityInSitu_1pCal","Depth"
"1","10.0",2021-01-15 10:00:25,29.1333333333333,34.3352573283333,0.263
"2","10.1",2021-01-15 10:01:25,29.1183333333333,34.32355566,0.2845
"3","10.10",2021-01-15 10:10:25,29.2133333333333,34.067809175,0.263666666666667
"4","10.11",2021-01-15 10:11:25,29.1983333333333,34.152349825,0.271333333333333
"5","10.12",2021-01-15 10:12:25,29.1966666666667,34.102971725,0.267
"6","10.13",2021-01-15 10:13:25,29.1583333333333,34.05867381,0.269833333333333
"7","10.14",2021-01-15 10:14:25,29.0966666666667,34.0051712866667,0.261
"8","10.15",2021-01-15 10:15:25,28.8683333333333,34.0102778683333,0.273333333333333
"9","10.16",2021-01-15 10:16:25,28.7233333333333,33.999080925,0.261333333333333
"10","10.17",2021-01-15 10:17:25,28.7383333333333,33.9784694916667,0.281333333333333
"11","10.18",2021-01-15 10:18:25,28.7983333333333,33.98948384,0.271833333333333
"12","10.19",2021-01-15 10:19:25,28.76,33.678364625,0.271
"13","10.2",2021-01-15 10:02:25,29.1116666666667,34.2953206066667,0.2575
"14","10.20",2021-01-15 10:20:25,28.805,33.7848333066667,0.276833333333333
"15","10.21",2021-01-15 10:21:25,28.825,33.857818665,0.2605
"16","10.22",2021-01-15 10:22:25,28.7933333333333,33.7934729083333,0.254
"17","10.23",2021-01-15 10:23:25,28.8733333333333,33.7574865316667,0.2665
"18","10.24",2021-01-15 10:24:25,29.0083333333333,33.7531139233333,0.247666666666667
"19","10.25",2021-01-15 10:25:25,29.0633333333333,33.737526185,0.2695
"20","10.26",2021-01-15 10:26:25,29.085,33.82519505,0.2775
"21","10.27",2021-01-15 10:27:25,29.23,33.9195159266667,0.253
"22","10.28",2021-01-15 10:28:25,29.18,33.9048808466667,0.259666666666667
"23","10.29",2021-01-15 10:29:25,29.1666666666667,33.9341344716667,0.2925
"24","10.3",2021-01-15 10:03:25,29.1583333333333,34.2004100316667,0.248833333333333
"25","10.30",2021-01-15 10:30:25,29.1816666666667,33.847563495,0.279
"26","10.31",2021-01-15 10:31:25,29.3166666666667,33.76194213,0.251166666666667
"27","10.32",2021-01-15 10:32:25,29.325,33.51424133,0.262666666666667
"28","10.33",2021-01-15 10:33:25,29.2033333333333,33.2800848883333,0.272666666666667
"29","10.34",2021-01-15 10:34:25,29.195,32.7071604283333,0.259833333333333
"30","10.35",2021-01-15 10:35:25,29.28,33.138904015,0.255666666666667
"31","10.36",2021-01-15 10:36:25,29.2833333333333,33.4900975533333,0.275
"32","10.37",2021-01-15 10:37:25,29.2983333333333,32.9047852266667,0.260166666666667
"33","10.38",2021-01-15 10:38:25,29.285,32.864794085,0.246333333333333
"34","10.39",2021-01-15 10:39:25,29.3233333333333,33.4380369266667,0.269
"35","10.4",2021-01-15 10:04:25,29.1466666666667,34.2037204216667,0.285166666666667
"36","10.40",2021-01-15 10:40:25,29.2616666666667,33.8466344533333,0.2675
"37","10.41",2021-01-15 10:41:25,29.2966666666667,33.66500967,0.2445
"38","10.42",2021-01-15 10:42:25,29.3383333333333,33.698517435,0.261166666666667
"39","10.43",2021-01-15 10:43:25,29.34,33.7854236483333,0.289
"40","10.44",2021-01-15 10:44:25,29.365,33.72507539,0.259333333333333
"41","10.45",2021-01-15 10:45:25,29.3733333333333,33.653712835,0.254833333333333
"42","10.46",2021-01-15 10:46:25,29.3683333333333,33.6136948416667,0.258333333333333
"43","10.47",2021-01-15 10:47:25,29.3516666666667,33.5477021483333,0.268666666666667
"44","10.48",2021-01-15 10:48:25,29.39,33.6084117816667,0.272666666666667
"45","10.49",2021-01-15 10:49:25,29.405,33.6708709283333,0.2685
"46","10.5",2021-01-15 10:05:25,29.175,34.1400632933333,0.266166666666667
"47","10.50",2021-01-15 10:50:25,29.4066666666667,33.6461772816667,0.258833333333333
"48","10.51",2021-01-15 10:51:25,29.3916666666667,33.6485125016667,0.248666666666667
"49","10.52",2021-01-15 10:52:25,29.3883333333333,33.6600980933333,0.272166666666667
"50","10.53",2021-01-15 10:53:25,29.4116666666667,33.6731982483333,0.268666666666667
"51","10.54",2021-01-15 10:54:25,29.4183333333333,33.67072037,0.2445
"52","10.55",2021-01-15 10:55:25,29.4016666666667,33.6736755483333,0.261666666666667
"53","10.56",2021-01-15 10:56:25,29.4116666666667,33.6029778133333,0.271333333333333
"54","10.57",2021-01-15 10:57:25,29.385,33.552635885,0.241333333333333
"55","10.58",2021-01-15 10:58:25,29.3966666666667,33.5336411033333,0.240666666666667
"56","10.59",2021-01-15 10:59:25,29.435,33.43612615,0.2615
"57","10.6",2021-01-15 10:06:25,29.175,34.1116918133333,0.261833333333333
"58","10.7",2021-01-15 10:07:25,29.195,34.0919237916667,0.268333333333333
"59","10.8",2021-01-15 10:08:25,29.1966666666667,34.0679850316667,0.2815
"60","10.9",2021-01-15 10:09:25,29.1966666666667,34.05745328,0.261166666666667
"61","11.0",2021-01-15 11:00:25,29.4116666666667,33.46640126,0.247
"62","11.1",2021-01-15 11:01:25,29.38,33.4695490666667,0.241333333333333
"63","11.10",2021-01-15 11:10:25,29.1133333333333,33.6751992233333,0.2665
"64","11.11",2021-01-15 11:11:25,29.0966666666667,33.72062805,0.269333333333333
"65","11.12",2021-01-15 11:12:25,29.09,33.7542401266667,0.248
"66","11.13",2021-01-15 11:13:25,29.0866666666667,33.7604247233333,0.261
"67","11.14",2021-01-15 11:14:25,29.0566666666667,33.80291023,0.258333333333333
"68","11.15",2021-01-15 11:15:25,29.0566666666667,33.78922398,0.270166666666667
"69","11.16",2021-01-15 11:16:25,29.045,33.7969296116667,0.2535
"70","11.17",2021-01-15 11:17:25,29.035,33.81221065,0.243333333333333
"71","11.18",2021-01-15 11:18:25,29.0233333333333,33.82374501,0.261666666666667
"72","11.19",2021-01-15 11:19:25,28.99,33.8407522366667,0.255666666666667
"73","11.2",2021-01-15 11:02:25,29.3866666666667,33.4670722166667,0.269166666666667
"74","11.20",2021-01-15 11:20:25,28.98,33.8418552533333,0.258166666666667
"75","11.21",2021-01-15 11:21:25,29.01,33.85071135,0.2685
"76","11.22",2021-01-15 11:22:25,28.9916666666667,33.8357723266667,0.271666666666667
"77","11.23",2021-01-15 11:23:25,28.9766666666667,33.84585235,0.284166666666667
"78","11.24",2021-01-15 11:24:25,28.9483333333333,33.8643098033333,0.259666666666667
"79","11.25",2021-01-15 11:25:25,28.9183333333333,33.8746414583333,0.279
"80","11.26",2021-01-15 11:26:25,28.9116666666667,33.8793709066667,0.294833333333333
"81","11.27",2021-01-15 11:27:25,28.9016666666667,33.8930620633333,0.280333333333333
"82","11.28",2021-01-15 11:28:25,28.895,33.9153308566667,0.2765
"83","11.29",2021-01-15 11:29:25,28.9816666666667,33.85114822,0.280333333333333
"84","11.3",2021-01-15 11:03:25,29.3416666666667,33.60412035,0.264833333333333
"85","11.30",2021-01-15 11:30:25,28.9883333333333,33.851915995,0.2775
"86","11.31",2021-01-15 11:31:25,28.845,33.9295053383333,0.266166666666667
"87","11.32",2021-01-15 11:32:25,28.8733333333333,33.9236231833333,0.262333333333333
"88","11.33",2021-01-15 11:33:25,28.87,33.9539600266667,0.2775
"89","11.34",2021-01-15 11:34:25,28.8833333333333,33.94721597,0.277
"90","11.35",2021-01-15 11:35:25,28.88,33.9331238383333,0.274833333333333
"91","11.36",2021-01-15 11:36:25,28.8816666666667,33.9418023016667,0.275
"92","11.37",2021-01-15 11:37:25,28.8883333333333,33.9162401133333,0.2895
"93","11.38",2021-01-15 11:38:25,28.895,33.918620195,0.279333333333333
"94","11.39",2021-01-15 11:39:25,28.885,33.9279114083333,0.269166666666667
"95","11.4",2021-01-15 11:04:25,29.2666666666667,33.6126046483333,0.246666666666667
"96","11.40",2021-01-15 11:40:25,28.9083333333333,33.9481392016667,0.288333333333333
"97","11.41",2021-01-15 11:41:25,29.0133333333333,33.96259287,0.271833333333333
"98","11.42",2021-01-15 11:42:25,29.06,33.9608223633333,0.262833333333333
"99","11.43",2021-01-15 11:43:25,29.0383333333333,33.99330253,0.285
"100","11.44",2021-01-15 11:44:25,29.0266666666667,33.9872629316667,0.288166666666667
"101","11.45",2021-01-15 11:45:25,29.025,33.995609825,0.269166666666667
"102","11.46",2021-01-15 11:46:25,28.9966666666667,34.02737345,0.284666666666667
"103","11.47",2021-01-15 11:47:25,28.9633333333333,34.011909655,0.315166666666667
"104","11.48",2021-01-15 11:48:25,28.9383333333333,34.0005100016667,0.277
"105","11.49",2021-01-15 11:49:25,28.965,33.983722685,0.288
"106","11.5",2021-01-15 11:05:25,29.24,33.58300846,0.256166666666667
"107","11.50",2021-01-15 11:50:25,28.9816666666667,33.9509596333333,0.301
"108","11.51",2021-01-15 11:51:25,28.9866666666667,33.9661249416667,0.283666666666667
"109","11.52",2021-01-15 11:52:25,28.9533333333333,33.9535316066667,0.288
"110","11.53",2021-01-15 11:53:25,28.9683333333333,33.942312095,0.303666666666667
"111","11.54",2021-01-15 11:54:25,28.9816666666667,33.93282602,0.290833333333333
"112","11.55",2021-01-15 11:55:25,28.975,33.9254962383333,0.303833333333333
"113","11.56",2021-01-15 11:56:25,28.99,33.9483593883333,0.306333333333333
"114","11.57",2021-01-15 11:57:25,29.0016666666667,33.9389706633333,0.3165
"115","11.58",2021-01-15 11:58:25,29,33.94071706,0.315666666666667
"116","11.59",2021-01-15 11:59:25,28.9983333333333,33.9495949166667,0.302833333333333
"117","11.6",2021-01-15 11:06:25,29.23,33.5900153,0.299166666666667
"118","11.7",2021-01-15 11:07:25,29.2,33.5936900783333,0.288833333333333
"119","11.8",2021-01-15 11:08:25,29.165,33.6171719116667,0.28
"120","11.9",2021-01-15 11:09:25,29.1433333333333,33.63184215,0.2755
"121","12.0",2021-01-15 12:00:25,29.0283333333333,33.9140049616667,0.320333333333333
"122","12.1",2021-01-15 12:01:25,29.0433333333333,33.9286482783333,0.312166666666667
"123","12.10",2021-01-15 12:10:25,29.2583333333333,33.8847814966667,0.312333333333333
"124","12.11",2021-01-15 12:11:25,29.215,33.92923458,0.301166666666667
"125","12.12",2021-01-15 12:12:25,29.1833333333333,33.93731129,0.310666666666667
"126","12.13",2021-01-15 12:13:25,29.105,33.975209605,0.312166666666667
"127","12.14",2021-01-15 12:14:25,29.2366666666667,33.8875172883333,0.322833333333333
"128","12.15",2021-01-15 12:15:25,29.3016666666667,33.82948451,0.333333333333333
"129","12.16",2021-01-15 12:16:25,29.3033333333333,33.8206352883333,0.32
"130","12.17",2021-01-15 12:17:25,29.33,33.7963723083333,0.322333333333333
"131","12.18",2021-01-15 12:18:25,29.33,33.8007578566667,0.308166666666667
"132","12.19",2021-01-15 12:19:25,29.3533333333333,33.7881964466667,0.309833333333333
"133","12.2",2021-01-15 12:02:25,29.0716666666667,33.9014007233333,0.2775
"134","12.20",2021-01-15 12:20:25,29.34,33.7888050933333,0.313833333333333
"135","12.21",2021-01-15 12:21:25,29.37,33.7364719816667,0.323666666666667
"136","12.22",2021-01-15 12:22:25,29.3816666666667,33.744164135,0.327166666666667
"137","12.23",2021-01-15 12:23:25,29.3233333333333,33.8208437266667,0.3045
"138","12.24",2021-01-15 12:24:25,29.2483333333333,33.8710178783333,0.3115
"139","12.25",2021-01-15 12:25:25,29.22,33.90478379,0.320333333333333
"140","12.26",2021-01-15 12:26:25,29.105,33.9598736766667,0.314833333333333
"141","12.27",2021-01-15 12:27:25,29.3666666666667,33.8188381666667,0.304333333333333
"142","12.28",2021-01-15 12:28:25,29.4266666666667,33.8365175133333,0.317333333333333
"143","12.29",2021-01-15 12:29:25,29.4083333333333,33.88084211,0.315166666666667
"144","12.3",2021-01-15 12:03:25,29.1083333333333,33.8688744016667,0.311833333333333
"145","12.30",2021-01-15 12:30:25,29.4616666666667,33.8278427183333,0.314333333333333
"146","12.31",2021-01-15 12:31:25,29.4216666666667,33.8334454516667,0.332833333333333
"147","12.32",2021-01-15 12:32:25,29.445,33.828570805,0.321333333333333
"148","12.33",2021-01-15 12:33:25,29.3716666666667,33.8609704816667,0.323666666666667
"149","12.34",2021-01-15 12:34:25,29.4683333333333,33.7830644633333,0.3305
"150","12.35",2021-01-15 12:35:25,29.5166666666667,33.7535358566667,0.320666666666667
"151","12.36",2021-01-15 12:36:25,29.4983333333333,33.7641929233333,0.3285
"152","12.37",2021-01-15 12:37:25,29.385,33.8065017883333,0.325
"153","12.38",2021-01-15 12:38:25,29.455,33.8211205616667,0.336166666666667
"154","12.39",2021-01-15 12:39:25,29.58,33.762344805,0.344333333333333
"155","12.4",2021-01-15 12:04:25,29.09,33.8928207066667,0.304666666666667
"156","12.40",2021-01-15 12:40:25,29.5883333333333,33.758181265,0.324833333333333
"157","12.41",2021-01-15 12:41:25,29.605,33.7256539366667,0.3275
"158","12.42",2021-01-15 12:42:25,29.6416666666667,33.6901542883333,0.370333333333333
"159","12.43",2021-01-15 12:43:25,29.65,33.6865297166667,0.326666666666667
"160","12.44",2021-01-15 12:44:25,29.6566666666667,33.4565646266667,0.332666666666667
"161","12.45",2021-01-15 12:45:25,29.6366666666667,33.226379025,0.353833333333333
"162","12.46",2021-01-15 12:46:25,29.5566666666667,33.2746123416667,0.347333333333333
"163","12.47",2021-01-15 12:47:25,29.5533333333333,33.53876214,0.347666666666667
"164","12.48",2021-01-15 12:48:25,29.57,33.6380320166667,0.350166666666667
"165","12.49",2021-01-15 12:49:25,29.5766666666667,33.6688543433333,0.336166666666667
"166","12.5",2021-01-15 12:05:25,29.0716666666667,33.90252977,0.301
"167","12.50",2021-01-15 12:50:25,29.6733333333333,33.6232412883333,0.375333333333333
"168","12.51",2021-01-15 12:51:25,29.6283333333333,33.661766565,0.361666666666667
"169","12.52",2021-01-15 12:52:25,29.7,33.6331220683333,0.367
"170","12.53",2021-01-15 12:53:25,29.7283333333333,33.6281002683333,0.378
"171","12.54",2021-01-15 12:54:25,29.64,33.6492731733333,0.3745
"172","12.55",2021-01-15 12:55:25,29.3816666666667,33.7869475883333,0.338166666666667
"173","12.56",2021-01-15 12:56:25,29.5933333333333,32.4107107866667,0.3595
"174","12.57",2021-01-15 12:57:25,29.7066666666667,33.6590688433333,0.374333333333333
"175","12.58",2021-01-15 12:58:25,29.6316666666667,33.7175192916667,0.347666666666667
"176","12.59",2021-01-15 12:59:25,29.6883333333333,33.6723932416667,0.36
"177","12.6",2021-01-15 12:06:25,29.0716666666667,33.938823225,0.2835
"178","12.7",2021-01-15 12:07:25,29.09,33.9462036916667,0.335166666666667
"179","12.8",2021-01-15 12:08:25,29.075,33.978389775,0.312
"180","12.9",2021-01-15 12:09:25,29.1733333333333,33.9416548816667,0.305166666666667
"181","13.0",2021-01-15 13:00:25,29.6116666666667,33.713990695,0.377
"182","13.1",2021-01-15 13:01:25,29.6066666666667,33.72892792,0.332833333333333
"183","13.10",2021-01-15 13:10:25,29.3233333333333,33.8935919983333,0.394
"184","13.11",2021-01-15 13:11:25,29.4733333333333,33.873144135,0.364833333333333
"185","13.12",2021-01-15 13:12:25,29.355,33.914676675,0.3625
"186","13.13",2021-01-15 13:13:25,29.4016666666667,33.890580375,0.417166666666667
"187","13.14",2021-01-15 13:14:25,29.7016666666667,33.7982129283333,0.379333333333333
"188","13.15",2021-01-15 13:15:25,29.8166666666667,33.7414353833333,0.3685
"189","13.16",2021-01-15 13:16:25,29.8683333333333,33.701559275,0.3745
"190","13.17",2021-01-15 13:17:25,29.7316666666667,33.7320916633333,0.396666666666667
"191","13.18",2021-01-15 13:18:25,29.7516666666667,33.7148227583333,0.373333333333333
"192","13.19",2021-01-15 13:19:25,29.7816666666667,33.66703237,0.368
"193","13.2",2021-01-15 13:02:25,29.6,33.7325044716667,0.364166666666667
"194","13.20",2021-01-15 13:20:25,29.7783333333333,33.66061014,0.369833333333333
"195","13.21",2021-01-15 13:21:25,29.5966666666667,33.6866784616667,0.382666666666667
"196","13.22",2021-01-15 13:22:25,29.585,33.7128907316667,0.3745
"197","13.23",2021-01-15 13:23:25,29.5416666666667,33.7103614466667,0.405833333333333
"198","13.24",2021-01-15 13:24:25,29.565,28.9241852016667,0.380666666666667
"199","13.25",2021-01-15 13:25:25,29.7216666666667,33.596736385,0.375
"200","13.26",2021-01-15 13:26:25,29.67,33.5896500166667,0.3825
"201","13.27",2021-01-15 13:27:25,29.7366666666667,33.5291259766667,0.395166666666667
"202","13.28",2021-01-15 13:28:25,29.76,33.49284939,0.369666666666667
"203","13.29",2021-01-15 13:29:25,29.7533333333333,33.406902885,0.389166666666667
"204","13.3",2021-01-15 13:03:25,29.605,33.726801895,0.387833333333333
"205","13.30",2021-01-15 13:30:25,29.725,33.3843277983333,0.379333333333333
"206","13.31",2021-01-15 13:31:25,29.77,33.3435604083333,0.382666666666667
"207","13.32",2021-01-15 13:32:25,29.795,33.272999525,0.403666666666667
"208","13.33",2021-01-15 13:33:25,29.775,33.2550739816667,0.420833333333333
"209","13.34",2021-01-15 13:34:25,29.78,33.202305935,0.364666666666667
"210","13.35",2021-01-15 13:35:25,29.7616666666667,33.146456785,0.411333333333333
"211","13.36",2021-01-15 13:36:25,29.815,33.0646044533333,0.4245
"212","13.37",2021-01-15 13:37:25,29.805,33.0236260066667,0.374666666666667
"213","13.38",2021-01-15 13:38:25,29.7516666666667,32.9790527583333,0.378333333333333
"214","13.39",2021-01-15 13:39:25,29.7466666666667,32.766171735,0.407333333333333
"215","13.4",2021-01-15 13:04:25,29.33,33.8420753133333,0.3645
"216","13.40",2021-01-15 13:40:25,29.9216666666667,33.7062891983333,0.3845
"217","13.41",2021-01-15 13:41:25,30.1816666666667,33.61429723,0.381333333333333
"218","13.42",2021-01-15 13:42:25,30.4116666666667,33.5197970966667,0.4015
"219","13.43",2021-01-15 13:43:25,30.5716666666667,33.4511910066667,0.4015
"220","13.44",2021-01-15 13:44:25,31,33.3091793266667,0.389333333333333
"221","13.45",2021-01-15 13:45:25,31.1783333333333,33.2213083433333,0.409166666666667
"222","13.46",2021-01-15 13:46:25,31.3633333333333,33.1350335483333,0.399166666666667
"223","13.47",2021-01-15 13:47:25,31.5,33.0457433116667,0.39
"224","13.48",2021-01-15 13:48:25,31.5183333333333,32.7866073766667,0.3815
"225","13.49",2021-01-15 13:49:25,31.8283333333333,32.546038435,0.4115
"226","13.5",2021-01-15 13:05:25,29.3883333333333,33.7915906166667,0.360333333333333
"227","13.50",2021-01-15 13:50:25,31.83,32.5204567016667,0.384166666666667
"228","13.51",2021-01-15 13:51:25,31.855,32.4765251866667,0.385833333333333
"229","13.52",2021-01-15 13:52:15,31.915,32.415955245,0.42925
"230","13.6",2021-01-15 13:06:25,29.3216666666667,33.8325246583333,0.382833333333333
"231","13.7",2021-01-15 13:07:25,29.225,33.8551395533333,0.378
"232","13.8",2021-01-15 13:08:25,29.2183333333333,33.861502945,0.3535
"233","13.9",2021-01-15 13:09:25,29.1683333333333,33.8759904166667,0.373666666666667
"234","9.54",2021-01-15 09:54:40,27.2466666666667,34.4468805133333,-0.009
"235","9.55",2021-01-15 09:55:25,29.1683333333333,34.60004031,-0.00533333333333333
"236","9.56",2021-01-15 09:56:25,29.1583333333333,34.48346529,0.252833333333333
"237","9.57",2021-01-15 09:57:25,29.1466666666667,34.3875039866667,0.271
"238","9.58",2021-01-15 09:58:25,29.1383333333333,34.3490879916667,0.2935
"239","9.59",2021-01-15 09:59:25,29.1233333333333,34.3671354716667,0.2655
